ozks,57344,00000
ozks,57344,00010
ozks,69632,00030
ozks,94208,00050
ozks,131072,00100
ozks,163840,00150
ozks,200704,00200
ozks,237568,00250
ozks,270336,00300
ozks,307200,00350
ozks,344064,00400
ozks,380928,00450
ozks,417792,00500
ozks,446464,00550
ozks,483328,00600
ozks,520192,00650
ozks,548864,00700
ozks,589824,00750
ozks,622592,00800
ozks,659456,00850
ozks,692224,00900
ozks,733184,00950
ozks,765952,01000
ozks,1122304,01500
ozks,1490944,02000
ozks,1822720,02500
ozks,2191360,03000
ozks,2539520,03500
ozks,2904064,04000
ozks,3252224,04500
ozks,3620864,05000
ozks,3969024,05500
ozks,4354048,06000
ozks,4689920,06500
ozks,5038080,07000
ozks,5402624,07500
ozks,5763072,08000
ozks,6115328,08500
ozks,6455296,09000
ozks,6840320,09500
ozks,7192576,10000
ozks,7192576,CVE-2021-44228
ozks,57344,00000
ozks,57344,00010
ozks,69632,00030
ozks,94208,00050
ozks,131072,00100
ozks,167936,00150
ozks,200704,00200
ozks,237568,00250
ozks,274432,00300
ozks,311296,00350
ozks,344064,00400
ozks,376832,00450
ozks,413696,00500
ozks,454656,00550
ozks,483328,00600
ozks,520192,00650
ozks,544768,00700
ozks,593920,00750
ozks,618496,00800
ozks,663552,00850
ozks,696320,00900
ozks,737280,00950
ozks,765952,01000
ozks,1114112,01500
ozks,1482752,02000
ozks,1822720,02500
ozks,2195456,03000
ozks,2543616,03500
ozks,2904064,04000
ozks,3260416,04500
ozks,3600384,05000
ozks,3973120,05500
ozks,4321280,06000
ozks,4698112,06500
ozks,5042176,07000
ozks,5427200,07500
ozks,5763072,08000
ozks,6135808,08500
ozks,6496256,09000
ozks,6836224,09500
ozks,7192576,10000
ozks,7184384,CVE-2021-44228
ozks,57344,00000
ozks,57344,00010
ozks,69632,00030
ozks,94208,00050
ozks,131072,00100
ozks,167936,00150
ozks,200704,00200
ozks,233472,00250
ozks,274432,00300
ozks,311296,00350
ozks,344064,00400
ozks,380928,00450
ozks,417792,00500
ozks,450560,00550
ozks,487424,00600
ozks,516096,00650
ozks,548864,00700
ozks,589824,00750
ozks,618496,00800
ozks,659456,00850
ozks,700416,00900
ozks,729088,00950
ozks,770048,01000
ozks,1118208,01500
ozks,1474560,02000
ozks,1822720,02500
ozks,2195456,03000
ozks,2555904,03500
ozks,2899968,04000
ozks,3244032,04500
ozks,3600384,05000
ozks,3981312,05500
ozks,4341760,06000
ozks,4689920,06500
ozks,5038080,07000
ozks,5435392,07500
ozks,5754880,08000
ozks,6135808,08500
ozks,6479872,09000
ozks,6828032,09500
ozks,7200768,10000
ozks,7180288,CVE-2021-44228
ozks,57344,00000
ozks,57344,00010
ozks,69632,00030
ozks,94208,00050
ozks,131072,00100
ozks,163840,00150
ozks,204800,00200
ozks,233472,00250
ozks,274432,00300
ozks,307200,00350
ozks,344064,00400
ozks,376832,00450
ozks,413696,00500
ozks,442368,00550
ozks,487424,00600
ozks,516096,00650
ozks,552960,00700
ozks,585728,00750
ozks,630784,00800
ozks,663552,00850
ozks,696320,00900
ozks,741376,00950
ozks,765952,01000
ozks,1118208,01500
ozks,1470464,02000
ozks,1855488,02500
ozks,2191360,03000
ozks,2543616,03500
ozks,2908160,04000
ozks,3256320,04500
ozks,3608576,05000
ozks,3981312,05500
ozks,4358144,06000
ozks,4718592,06500
ozks,5050368,07000
ozks,5414912,07500
ozks,5758976,08000
ozks,6127616,08500
ozks,6475776,09000
ozks,6811648,09500
ozks,7196672,10000
ozks,7221248,CVE-2021-44228
ozks,57344,00000
ozks,57344,00010
ozks,69632,00030
ozks,94208,00050
ozks,131072,00100
ozks,167936,00150
ozks,200704,00200
ozks,237568,00250
ozks,278528,00300
ozks,311296,00350
ozks,344064,00400
ozks,376832,00450
ozks,413696,00500
ozks,446464,00550
ozks,491520,00600
ozks,520192,00650
ozks,552960,00700
ozks,589824,00750
ozks,622592,00800
ozks,663552,00850
ozks,696320,00900
ozks,733184,00950
ozks,765952,01000
ozks,1118208,01500
ozks,1482752,02000
ozks,1855488,02500
ozks,2179072,03000
ozks,2547712,03500
ozks,2899968,04000
ozks,3256320,04500
ozks,3620864,05000
ozks,3969024,05500
ozks,4321280,06000
ozks,4689920,06500
ozks,5042176,07000
ozks,5419008,07500
ozks,5771264,08000
ozks,6139904,08500
