ozks,0.003912417,1
ozks,0.00465,10
ozks,0.005313541,30
ozks,0.005526709,50
ozks,0.005910749,100
ozks,0.006133958,150
ozks,0.006132125,200
ozks,0.006299125,250
ozks,0.006605375,300
ozks,0.006580542,350
ozks,0.006603125,400
ozks,0.006752208,450
ozks,0.006669541,500
ozks,0.006895791,550
ozks,0.006858625,600
ozks,0.007018167,650
ozks,0.007095209,700
ozks,0.006603916,750
ozks,0.007238584,800
ozks,0.00671025,850
ozks,0.007134417,900
ozks,0.007164541,950
ozks,0.007156958,1000
ozks,0.007286875,1500
ozks,0.007449208,2000
ozks,0.007899124,2500
ozks,0.008189541,3000
ozks,0.008309958,3500
ozks,0.008375958,4000
ozks,0.00847425,4500
ozks,0.008393666,5000
ozks,0.008615625,5500
ozks,0.008852208,6000
ozks,0.012005,6500
ozks,0.00881875,7000
ozks,0.009197292,7500
ozks,0.009094208,8000
ozks,0.008936166,8500
ozks,0.009300876,9000
ozks,0.009360251,9500
ozks,0.009183958,10000
ozks,0.009263209,10000
ozks,0.005851417,1
ozks,0.004875959,10
ozks,0.00554425,30
ozks,0.005673083,50
ozks,0.005773042,100
ozks,0.006200667,150
ozks,0.006036833,200
ozks,0.006236834,250
ozks,0.006284666,300
ozks,0.00635875,350
ozks,0.006842792,400
ozks,0.006737917,450
ozks,0.006659833,500
ozks,0.006933666,550
ozks,0.006577208,600
ozks,0.006631209,650
ozks,0.0071,700
ozks,0.007101916,750
ozks,0.007460292,800
ozks,0.007237042,850
ozks,0.00715125,900
ozks,0.007294375,950
ozks,0.007226458,1000
ozks,0.007306125,1500
ozks,0.007518375,2000
ozks,0.007751666,2500
ozks,0.007907334,3000
ozks,0.008443,3500
ozks,0.008260666,4000
ozks,0.008392834,4500
ozks,0.008432334,5000
ozks,0.0086215,5500
ozks,0.008700292,6000
ozks,0.009071625,6500
ozks,0.009098708,7000
ozks,0.008903541,7500
ozks,0.009185999,8000
ozks,0.009469167,8500
ozks,0.009276499,9000
ozks,0.009442625,9500
ozks,0.010018458,10000
ozks,0.009453833,10000
ozks,0.003645583,1
ozks,0.004702541,10
ozks,0.005149084,30
ozks,0.0054365,50
ozks,0.005931167,100
ozks,0.006142625,150
ozks,0.006146334,200
ozks,0.00644175,250
ozks,0.006251376,300
ozks,0.007105959,350
ozks,0.006513584,400
ozks,0.006431584,450
ozks,0.006566167,500
ozks,0.006864374,550
ozks,0.006691083,600
ozks,0.006631666,650
ozks,0.006656917,700
ozks,0.006836916,750
ozks,0.007085876,800
ozks,0.006906499,850
ozks,0.007562709,900
ozks,0.007156041,950
ozks,0.007388667,1000
ozks,0.007480542,1500
ozks,0.007793458,2000
ozks,0.007966792,2500
ozks,0.008056875,3000
ozks,0.007933959,3500
ozks,0.008471916,4000
ozks,0.008300042,4500
ozks,0.008648042,5000
ozks,0.008971292,5500
ozks,0.008507,6000
ozks,0.008962374,6500
ozks,0.009000751,7000
ozks,0.009034626,7500
ozks,0.009777291,8000
ozks,0.010020125,8500
ozks,0.009792916,9000
ozks,0.00941225,9500
ozks,0.009634084,10000
ozks,0.009848333,10000
ozks,0.003716042,1
ozks,0.004763625,10
ozks,0.005211916,30
ozks,0.005370999,50
ozks,0.006029583,100
ozks,0.006127,150
ozks,0.006250541,200
ozks,0.006205124,250
ozks,0.006208333,300
ozks,0.006385625,350
ozks,0.006676833,400
ozks,0.006609084,450
ozks,0.007033333,500
ozks,0.006589917,550
ozks,0.006977167,600
ozks,0.007419125,650
ozks,0.006966792,700
ozks,0.00708925,750
ozks,0.006895541,800
ozks,0.00702175,850
ozks,0.007164542,900
ozks,0.007134541,950
ozks,0.006986583,1000
ozks,0.007385916,1500
ozks,0.007447292,2000
ozks,0.007887209,2500
ozks,0.008550084,3000
ozks,0.008438333,3500
ozks,0.008356667,4000
ozks,0.008468958,4500
ozks,0.008729417,5000
ozks,0.008459749,5500
ozks,0.009042833,6000
ozks,0.009045376,6500
ozks,0.008989209,7000
ozks,0.009296708,7500
ozks,0.009415875,8000
ozks,0.009371792,8500
ozks,0.009101667,9000
ozks,0.00967025,9500
ozks,0.009348251,10000
ozks,0.008971625,10000
ozks,0.003738875,1
ozks,0.00467725,10
ozks,0.005411958,30
ozks,0.005357209,50
ozks,0.005741542,100
ozks,0.005979083,150
ozks,0.006174543,200
ozks,0.006538834,250
ozks,0.00646575,300
ozks,0.006779959,350
ozks,0.006651958,400
ozks,0.0067735,450
ozks,0.006814291,500
ozks,0.006933958,550
ozks,0.00686925,600
ozks,0.006762917,650
ozks,0.006747126,700
ozks,0.007361,750
ozks,0.007212043,800
ozks,0.007033583,850
ozks,0.007012166,900
ozks,0.006934124,950
ozks,0.007316874,1000
ozks,0.007500584,1500
ozks,0.007395459,2000
ozks,0.007890458,2500
ozks,0.007911084,3000
ozks,0.007956333,3500
ozks,0.008159334,4000
ozks,0.008304834,4500
ozks,0.008317333,5000
ozks,0.008892083,5500
ozks,0.008653792,6000
ozks,0.009030208,6500
ozks,0.008875542,7000
ozks,0.009377209,7500
ozks,0.009351291,8000
ozks,0.009319458,8500
ozks,0.009147875,9000
ozks,0.009325167,9500
ozks,0.00945575,10000
ozks,0.009413333,10000
ozks,0.003862958,1
ozks,0.004611083,10
ozks,0.005300625,30
ozks,0.005712292,50
ozks,0.005749333,100
ozks,0.006001792,150
ozks,0.006075459,200
ozks,0.006693125,250
ozks,0.006430834,300
ozks,0.006841458,350
ozks,0.00658375,400
ozks,0.006621208,450
ozks,0.00690275,500
ozks,0.006839,550
ozks,0.006868583,600
ozks,0.006886791,650
ozks,0.006984792,700
ozks,0.006966125,750
ozks,0.01080475,800
ozks,0.007003709,850
ozks,0.007037126,900
ozks,0.007317333,950
ozks,0.007224583,1000
ozks,0.007271207,1500
ozks,0.008374291,2000
ozks,0.007945,2500
ozks,0.0079785,3000
ozks,0.008064042,3500
ozks,0.008329542,4000
ozks,0.008106959,4500
ozks,0.00861075,5000
ozks,0.008813959,5500
ozks,0.008315334,6000
ozks,0.008680082,6500
ozks,0.009071458,7000
ozks,0.009467042,7500
ozks,0.009605959,8000
ozks,0.008864541,8500
ozks,0.009473999,9000
ozks,0.009673917,9500
ozks,0.009513875,10000
ozks,0.009370584,10000
ozks,0.003761834,1
ozks,0.004971416,10
ozks,0.004949625,30
ozks,0.0055495,50
ozks,0.0060765,100
ozks,0.006076875,150
ozks,0.006524542,200
ozks,0.00632775,250
ozks,0.00648425,300
ozks,0.007015209,350
ozks,0.006397749,400
ozks,0.006679041,450
ozks,0.006754958,500
ozks,0.006751001,550
ozks,0.006842375,600
ozks,0.006944916,650
ozks,0.006678333,700
ozks,0.006941209,750
ozks,0.006838874,800
ozks,0.006805249,850
ozks,0.007336501,900
ozks,0.007277208,950
ozks,0.007314667,1000
ozks,0.007293583,1500
ozks,0.007455959,2000
ozks,0.011949751,2500
ozks,0.007834708,3000
ozks,0.008392375,3500
ozks,0.008574625,4000
ozks,0.008348667,4500
ozks,0.008600791,5000
ozks,0.008871708,5500
ozks,0.008650167,6000
ozks,0.008617458,6500
ozks,0.008906833,7000
ozks,0.00893325,7500
ozks,0.009266708,8000
ozks,0.009132834,8500
ozks,0.009787291,9000
ozks,0.009428166,9500
ozks,0.009713583,10000
ozks,0.009397209,10000
ozks,0.003931083,1
ozks,0.004839209,10
ozks,0.005229917,30
ozks,0.005525458,50
ozks,0.007764708,100
ozks,0.006377875,150
ozks,0.006343001,200
ozks,0.006557709,250
ozks,0.0063815,300
ozks,0.00664675,350
ozks,0.006556667,400
ozks,0.006702708,450
ozks,0.006907375,500
ozks,0.006673959,550
ozks,0.0068945,600
ozks,0.006798042,650
ozks,0.007022334,700
ozks,0.006651042,750
ozks,0.006760541,800
ozks,0.007055334,850
ozks,0.010736458,900
ozks,0.006984667,950
ozks,0.007088374,1000
ozks,0.007474624,1500
ozks,0.008069833,2000
ozks,0.007391375,2500
ozks,0.008146583,3000
ozks,0.00847625,3500
ozks,0.008356917,4000
ozks,0.00867475,4500
ozks,0.008552375,5000
ozks,0.008659001,5500
ozks,0.008633292,6000
ozks,0.008688542,6500
ozks,0.00913725,7000
ozks,0.009105833,7500
ozks,0.009025458,8000
ozks,0.009133291,8500
ozks,0.013694708,9000
ozks,0.009557542,9500
ozks,0.00939125,10000
ozks,0.01012725,10000
ozks,0.003755251,1
ozks,0.004864166,10
ozks,0.005100375,30
ozks,0.005377,50
ozks,0.006032876,100
ozks,0.006849291,150
ozks,0.006307333,200
ozks,0.006174334,250
ozks,0.006760626,300
ozks,0.006738833,350
ozks,0.012504625,400
ozks,0.007561291,450
ozks,0.007418042,500
ozks,0.007004542,550
ozks,0.006958041,600
ozks,0.00675325,650
ozks,0.018368041,700
ozks,0.007187251,750
ozks,0.00691875,800
ozks,0.006878793,850
ozks,0.006983624,900
ozks,0.007124501,950
ozks,0.007167375,1000
ozks,0.007393583,1500
ozks,0.00760175,2000
ozks,0.007617625,2500
ozks,0.007461584,3000
ozks,0.007943209,3500
ozks,0.008321124,4000
ozks,0.008549,4500
ozks,0.008851417,5000
ozks,0.00837425,5500
ozks,0.012038709,6000
ozks,0.008716167,6500
ozks,0.008870833,7000
ozks,0.008874792,7500
ozks,0.009140458,8000
ozks,0.009560583,8500
ozks,0.009294918,9000
ozks,0.009422082,9500
ozks,0.009492541,10000
ozks,0.009193833,10000
ozks,0.003775584,1
ozks,0.004623042,10
ozks,0.005455292,30
ozks,0.005488708,50
ozks,0.005666626,100
ozks,0.006301292,150
ozks,0.010124417,200
ozks,0.006271708,250
ozks,0.006413292,300
ozks,0.011032542,350
ozks,0.006366459,400
ozks,0.006732333,450
ozks,0.006938792,500
ozks,0.006612416,550
ozks,0.006921751,600
ozks,0.006799333,650
ozks,0.006950667,700
ozks,0.00724325,750
ozks,0.007341959,800
ozks,0.006932583,850
ozks,0.007414917,900
ozks,0.00734225,950
ozks,0.007354875,1000
ozks,0.007375084,1500
ozks,0.007446666,2000
ozks,0.007562,2500
ozks,0.00789,3000
ozks,0.008033459,3500
ozks,0.007975999,4000
ozks,0.008443208,4500
ozks,0.008513501,5000
ozks,0.009085708,5500
ozks,0.008979668,6000
ozks,0.009103708,6500
ozks,0.009032708,7000
ozks,0.009140542,7500
ozks,0.008960833,8000
ozks,0.009279501,8500
ozks,0.009200624,9000
ozks,0.009625501,9500
ozks,0.009890209,10000
ozks,0.009202458,10000
